"","FIPSCode","X","CountyNumber","DemVotes","RepVotes","IsDem","year","lessthanhighschool","atleasthighschooldiploma","atleastbachelorsdegree","graduatedegree","schoolenrollment","medianearnings2010dollars","educationindex","incomeindex","whitenotlatinopopulation","africanamericanpopulation","nativeamericanpopulation","asianamericanpopulation","populationsomeotherraceorraces","latinopopulation","childrenunder6livinginpoverty","adults65andolderlivinginpoverty","Xtotalpopulation","preschoolenrollmentratioenrolledages3and4","povertyratebelowfederalpovertythreshold","ginicoefficient","childpovertylivinginfamiliesbelowthepovertyline","managementprofessionalandrelatedoccupations","serviceoccupations","salesandofficeoccupations","farmingfishingandforestryoccupations","constructionextractionmaintenanceandrepairoccupations","productiontransportationandmaterialmovingoccupations"
"4064",50005,4187,46034,455,287,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4065",50005,4208,46055,695,475,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4066",50005,4267,46113,1140,866,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4067",50005,4371,46218,370,326,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4068",50005,4236,46083,219,211,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4069",50005,4333,46179,182,93,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4070",50005,4342,46189,68,19,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4071",50005,4364,46211,303,158,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4072",50005,4385,46232,197,132,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4073",50005,4327,46173,1789,1081,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4074",50005,4258,46104,158,78,1,2010,11.5,88.5,27.5,10.9,77.8,24133,5.11,3.52,95.8,0.5,0.4,0.8,1.5,1.1,16.1,13,31227,38.9,13.5,0.439,15.6,34.9,17.3,23.9,1.5,10.3,12.2
"4075",50007,4326,46172,219,103,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4076",50007,4201,46048,4615,2548,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4077",50007,4377,46224,742,376,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4078",50007,4255,46102,1990,1026,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4079",50007,4314,46160,1722,650,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4080",50007,4358,46205,1226,565,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4081",50007,4389,46236,3329,1697,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4082",50007,4188,46035,14322,2591,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4083",50007,4245,46092,1745,652,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4084",50007,4276,46122,2586,1966,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4085",50007,4394,46241,1941,552,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4086",50007,4334,46180,3076,1403,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4087",50007,4196,46043,1677,657,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4088",50007,4338,46185,6512,2748,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4089",50007,4248,46095,850,232,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4090",50007,4174,46021,433,161,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4091",50007,4219,46066,6630,3640,1,2010,7.3,92.7,44.8,17.1,81.9,28317,6.74,4.63,91.3,2,0.2,2.8,1.9,1.8,14.4,6.8,156545,60.8,10.8,0.437,11.8,44.5,16.8,24.3,0.6,6.2,7.6
"4092",50009,4268,46114,50,52,0,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4093",50009,4214,46061,68,51,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4094",50009,4237,46084,75,65,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4095",50009,4266,46112,296,243,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4096",50009,4192,46039,249,151,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4097",50009,4362,46209,30,18,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4098",50009,4232,46079,28,15,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4099",50009,4186,46033,38,22,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4100",50009,4261,46107,28,23,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4101",50009,4202,46049,275,222,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4102",50009,4181,46028,299,223,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4103",50009,4293,46139,45,44,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4104",50009,4173,46020,58,40,1,2010,17.2,82.8,15.9,4.9,74,24167,3.71,3.53,96.6,0.3,0.6,0.3,1.3,0.9,33.2,10.3,6306,29.8,16.9,0.408,25.8,27.5,18.4,18.5,3,14.6,18
"4105",50011,4244,46091,736,542,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4106",50011,4313,46159,497,257,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4107",50011,4324,46170,1593,752,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4108",50011,4218,46065,797,398,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4109",50011,4160,46007,386,190,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4110",50011,4221,46068,552,306,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4111",50011,4226,46073,418,185,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4112",50011,4228,46075,1228,918,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4113",50011,4227,46074,294,261,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4114",50011,4170,46017,342,219,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4115",50011,4220,46067,1275,826,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4116",50011,4325,46171,1592,1147,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4117",50011,4351,46198,1461,947,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4118",50011,4335,46181,476,283,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4119",50011,4278,46124,410,174,1,2010,12.2,87.8,21.2,7.5,74.6,30665,4.34,5.18,94.9,0.4,1,0.5,2,1.2,16.9,8.7,47746,30.3,10.5,0.386,13.8,32.5,17,22.2,2.2,11.3,14.9
"4120",50013,4339,46186,724,347,1,2010,7.9,92.1,28.6,10.3,81.3,30897,5.62,5.24,94.7,0.3,0.9,0.3,2.6,1.1,9.6,3.7,6970,54.2,6.4,0.393,9.9,34.8,16.4,26.6,0.4,12.1,9.6
"4121",50013,4156,46003,591,314,1,2010,7.9,92.1,28.6,10.3,81.3,30897,5.62,5.24,94.7,0.3,0.9,0.3,2.6,1.1,9.6,3.7,6970,54.2,6.4,0.393,9.9,34.8,16.4,26.6,0.4,12.1,9.6
"4122",50013,4252,46099,175,113,1,2010,7.9,92.1,28.6,10.3,81.3,30897,5.62,5.24,94.7,0.3,0.9,0.3,2.6,1.1,9.6,3.7,6970,54.2,6.4,0.393,9.9,34.8,16.4,26.6,0.4,12.1,9.6
"4123",50013,4292,46138,312,249,1,2010,7.9,92.1,28.6,10.3,81.3,30897,5.62,5.24,94.7,0.3,0.9,0.3,2.6,1.1,9.6,3.7,6970,54.2,6.4,0.393,9.9,34.8,16.4,26.6,0.4,12.1,9.6
"4124",50013,4233,46080,729,448,1,2010,7.9,92.1,28.6,10.3,81.3,30897,5.62,5.24,94.7,0.3,0.9,0.3,2.6,1.1,9.6,3.7,6970,54.2,6.4,0.393,9.9,34.8,16.4,26.6,0.4,12.1,9.6
"4125",50015,4282,46128,1780,668,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4126",50015,4256,46103,919,333,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4127",50015,4216,46063,320,146,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4128",50015,4217,46064,359,130,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4129",50015,4372,46219,233,98,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4130",50015,4191,46038,1332,512,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4131",50015,4167,46014,82,57,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4132",50015,4249,46096,1003,387,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4133",50015,4345,46192,1805,800,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4134",50015,4395,46242,538,221,1,2010,7.8,92.2,34.6,11.8,75.6,26923,5.43,4.28,95.7,0.6,0.4,0.5,1.5,1.3,21.6,8.4,24475,41.4,12,0.433,15,39.8,17.3,22.4,0.9,10,9.7
"4135",50017,4203,46050,408,240,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4136",50017,4375,46222,195,93,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4137",50017,4223,46070,361,153,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4138",50017,4295,46141,251,248,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4139",50017,4286,46132,623,375,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4140",50017,4388,46235,839,549,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4141",50017,4176,46023,358,185,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4142",50017,4310,46156,1409,663,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4143",50017,4361,46208,230,103,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4144",50017,4352,46199,1196,312,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4145",50017,4175,46022,754,416,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4146",50017,4354,46201,288,208,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4147",50017,4369,46216,315,195,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4148",50017,4183,46030,456,216,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4149",50017,4357,46204,500,239,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4150",50017,4197,46044,331,279,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4151",50017,4346,46193,561,114,1,2010,9.7,90.3,29.2,12.4,78.9,28757,5.44,4.74,96.4,0.4,0.3,0.5,1.5,1,20.9,7.2,28936,40.9,10,0.394,13.2,38.8,14.9,23.1,2.4,11.3,9.4
"4152",50019,4166,46013,671,390,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4153",50019,4380,46227,104,92,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4154",50019,4281,46127,162,175,0,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4155",50019,4356,46203,393,236,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4156",50019,4251,46098,290,234,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4157",50019,4376,46223,170,112,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4158",50019,4185,46032,229,150,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4159",50019,4205,46052,297,183,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4160",50019,4254,46101,123,69,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4161",50019,4155,46002,290,149,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4162",50019,4290,46136,405,270,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4163",50019,4209,46056,1234,848,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4164",50019,4229,46076,398,158,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4165",50019,4206,46053,435,151,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4166",50019,4289,46135,961,555,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4167",50019,4195,46042,256,169,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4168",50019,4264,46110,228,143,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4169",50019,4246,46093,171,121,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4170",50019,4235,46082,299,101,1,2010,15,85,19.9,7.2,69.3,23477,3.65,3.33,96,0.6,0.4,0.3,1.6,1.1,25.1,14.2,27231,23.2,14.3,0.419,15.6,30,17.5,21.2,3.2,12.4,15.7
"4171",50021,4257,46182,363,255,1,2010,10.9,89.1,26.3,9,79.3,25689,5.14,3.96,96.3,0.5,0.2,0.6,1.3,1.1,16.1,8.5,61642,53.8,11.8,0.424,15.2,33.3,18.3,22.6,0.9,10.9,14.1
"4172",50021,4321,46167,4251,2428,1,2010,10.9,89.1,26.3,9,79.3,25689,5.14,3.96,96.3,0.5,0.2,0.6,1.3,1.1,16.1,8.5,61642,53.8,11.8,0.424,15.2,33.3,18.3,22.6,0.9,10.9,14.1
"4173",50021,4337,46184,383,248,1,2010,10.9,89.1,26.3,9,79.3,25689,5.14,3.96,96.3,0.5,0.2,0.6,1.3,1.1,16.1,8.5,61642,53.8,11.8,0.424,15.2,33.3,18.3,22.6,0.9,10.9,14.1
