"","FIPSCode","X","CountyNumber","DemVotes","RepVotes","IsDem","year","lessthanhighschool","atleasthighschooldiploma","atleastbachelorsdegree","graduatedegree","schoolenrollment","medianearnings2010dollars","educationindex","incomeindex","whitenotlatinopopulation","africanamericanpopulation","nativeamericanpopulation","asianamericanpopulation","populationsomeotherraceorraces","latinopopulation","childrenunder6livinginpoverty","adults65andolderlivinginpoverty","Xtotalpopulation","preschoolenrollmentratioenrolledages3and4","povertyratebelowfederalpovertythreshold","ginicoefficient","childpovertylivinginfamiliesbelowthepovertyline","managementprofessionalandrelatedoccupations","serviceoccupations","salesandofficeoccupations","farmingfishingandforestryoccupations","constructionextractionmaintenanceandrepairoccupations","productiontransportationandmaterialmovingoccupations"
"1322",23001,1917,20310,609,522,1,2010,13.6,86.4,18.4,5.9,76.1,26514,4.24,4.18,91.9,3.6,0.4,0.7,1.9,1.5,26.9,12.4,107702,38.1,14.3,0.414,20,30.8,15.6,29.2,0.6,10,13.8
"1323",23003,1845,20221,406,164,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1324",23003,2161,20645,50,81,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1325",23003,1711,20039,11,20,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1326",23003,1770,20138,90,45,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1327",23003,1895,20287,189,221,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1328",23003,1982,20402,148,101,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1329",23003,2140,20610,204,77,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1330",23003,1855,20236,2,4,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1331",23003,1695,20012,35,56,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1332",23003,2040,20464,125,109,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1333",23003,1691,20008,79,59,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1334",23003,1816,20189,276,152,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1335",23003,1727,20081,99,258,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1336",23003,2052,20505,25,55,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1337",23003,2102,20572,91,53,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1338",23003,1838,20215,1376,625,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1339",23003,2160,20644,21,21,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1340",23003,2178,20663,285,326,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1341",23003,1973,20392,1,21,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1342",23003,2135,20605,50,74,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1343",23003,1991,20407,182,158,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1344",23003,1815,20187,43,78,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1345",23003,2128,20598,684,210,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1346",23003,1792,20163,51,86,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1347",23003,2064,20562,399,161,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1348",23003,1941,20357,18,27,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1349",23003,1702,20018,327,232,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1350",23003,1837,20214,821,698,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1351",23003,1771,20140,119,96,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1352",23003,1769,20137,76,118,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1353",23003,2028,20452,58,114,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1354",23003,2014,20441,80,60,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1355",23003,1950,20368,90,60,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1356",23003,1761,20129,1910,1665,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1357",23003,1949,20366,276,475,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1358",23003,1937,20353,100,126,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1359",23003,2006,20431,48,42,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1360",23003,2143,20613,346,418,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1361",23003,1927,20343,151,282,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1362",23003,1766,20134,39,68,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1363",23003,1890,20282,1133,1307,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1364",23003,1796,20168,23,20,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1365",23003,1986,20404,134,178,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1366",23003,1880,20271,22,35,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1367",23003,2175,20660,79,49,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1368",23003,2085,20547,55,67,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1369",23003,1869,20259,24,25,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1370",23003,1922,20338,511,324,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1371",23003,1883,20274,9,23,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1372",23003,1858,20243,174,52,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1373",23003,1738,20097,111,175,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1374",23003,1820,20193,312,322,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1375",23003,2157,20643,117,146,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1376",23003,1850,20231,24,27,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1377",23003,1930,20347,171,274,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1378",23003,1868,20258,62,33,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1379",23003,2066,20564,172,76,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1380",23003,1946,20364,521,531,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1381",23003,2001,20422,145,202,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1382",23003,2044,20694,2231,1885,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1383",23003,1886,20278,181,377,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1384",23003,1980,20401,12,6,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1385",23003,1942,20358,1540,511,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1386",23003,1699,20896,182,185,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1387",23003,2080,20541,218,365,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1388",23003,1959,20377,62,64,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1389",23003,2068,20566,80,56,1,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1390",23003,1970,20389,158,218,0,2010,16.1,83.9,16.2,4.4,77.3,23542,4.07,3.35,95.1,0.6,1.7,0.4,1.3,0.9,24.8,11.7,71870,38.8,15.4,0.425,20.4,29,19,23.1,3.3,9.5,16.1
"1391",23005,1710,20038,354,413,0,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1392",23005,1843,20219,3266,1726,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1393",23005,2075,20536,516,472,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1394",23005,2098,20568,2554,2400,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1395",23005,2042,20693,27736,7487,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1396",23005,1877,20268,737,627,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1397",23005,1856,20686,5123,3742,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1398",23005,2169,20700,3817,3427,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1399",23005,1747,20680,7853,3654,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1400",23005,1759,20127,4018,2161,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1401",23005,1833,20684,4149,3319,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1402",23005,2072,20533,6343,5184,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1403",23005,1860,20245,2260,2144,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1404",23005,1875,20718,1940,1371,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1405",23005,1767,20135,993,899,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1406",23005,1739,20098,1501,1199,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1407",23005,1985,20403,1564,1517,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1408",23005,1999,20418,1418,1001,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1409",23005,1933,20745,132,60,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1410",23005,1793,20682,2619,2221,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1411",23005,2043,20494,550,422,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1412",23005,1774,20887,216,71,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1413",23005,2156,20699,5504,3042,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1414",23005,2182,20722,3358,2128,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1415",23005,1979,20400,1057,983,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1416",23005,2093,20697,9956,4104,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1417",23005,2050,20503,1426,1196,1,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1418",23005,1848,20868,17,38,0,2010,6.7,93.3,39.5,14.8,79.4,30564,6.18,5.16,91.8,2.3,0.3,2,1.8,1.8,18.5,7.5,281674,46.2,10.5,0.45,14.4,41.9,16.5,24.7,0.5,7.4,8.9
"1419",23007,2151,20626,154,123,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1420",23007,1765,20133,139,96,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1421",23007,1778,20146,399,246,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1422",23007,2031,20455,301,248,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1423",23007,1708,20036,127,105,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1424",23007,1785,20155,42,40,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1425",23007,1900,20292,1615,868,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1426",23007,1990,20406,433,383,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1427",23007,2069,20524,52,33,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1428",23007,1907,20299,331,265,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
"1429",23007,2168,20651,1251,921,1,2010,12.3,87.7,24.5,9.6,74.4,22902,4.57,3.16,96.6,0.2,0.4,0.4,1.3,1,27.3,8.8,30768,38.6,15.5,0.41,21.2,30.3,19.4,22.3,1.8,11.5,14.8
